Date,Open,High,Low,Close
4/11/1991,244.28,244.28,241.99,243.55
4/12/1991,243.1,243.48,241.33,242.25
4/15/1991,241.72,241.72,240.27,240.42
4/16/1991,240.37,242.36,240.37,240.8
4/17/1991,240.98,243.32,240.98,243.07
4/18/1991,243.07,243.22,240.95,241.16
4/19/1991,241.16,241.39,237.82,238.01
4/22/1991,238.36,239.01,235.58,236.2
4/23/1991,236.1,236.74,234.4,235.59
4/24/1991,235.84,235.98,233.3,234.4
4/25/1991,234.68,234.72,231.8,233.02
4/26/1991,232.95,233.86,232.64,233.37
4/29/1991,234.22,234.22,230.52,231.81
4/30/1991,231.88,235.85,231.88,235.73
5/1/1991,235.88,238.53,233.42,237.79
5/2/1991,237.79,238.29,235.97,237.32
5/3/1991,237.41,238.07,233.08,234.99
5/6/1991,233.17,236.51,233.17,236.22
5/7/1991,236.48,238.12,236.48,237.98
5/8/1991,237.84,239.13,237.43,237.81
5/9/1991,237.63,238.18,236.63,237.12
5/10/1991,237.58,239.24,236.41,238.95
5/13/1991,238.39,241.81,238.39,241.56
5/14/1991,241.49,241.49,239.07,240.62
5/15/1991,240.53,241.87,240.12,240.4
5/16/1991,240.58,241.28,239.83,240.54
5/17/1991,240.8,240.96,236.59,236.59
5/20/1991,236.53,237.72,234.83,237.65
5/21/1991,237.68,238.71,235.95,238.4
5/22/1991,238.58,238.92,237.81,238
5/23/1991,238.4,239.32,237.1,238.77
5/24/1991,238.84,240.06,238.8,239.88
5/28/1991,239.97,240.75,238.41,240.18
5/29/1991,239.9,240.76,238.31,238.5
5/30/1991,238.5,238.5,235.95,236.02
5/31/1991,236.15,236.6,234.7,234.7
6/3/1991,234.7,236.29,234.39,236
6/4/1991,235.81,236.4,234.93,235.4
6/5/1991,235.74,236.36,235.13,235.79
6/6/1991,235.89,236.07,234.37,234.75
6/7/1991,234.73,235.13,233.91,234.37
6/10/1991,234.29,236.9,234.24,236.04
6/11/1991,235.9,236.56,233.9,233.9
6/12/1991,234.08,234.88,232.57,232.57
6/13/1991,232.76,233.3,230.77,230.77
6/14/1991,230.85,231.27,229.52,229.61
6/17/1991,229.62,230.12,228.76,228.76
6/18/1991,228.89,229,226.61,226.87
6/19/1991,227.16,229.08,226.04,229.01
6/20/1991,228.85,228.87,225.82,225.82
6/21/1991,225.82,227.5,225.46,225.77
6/24/1991,224.4,228.51,224.4,228.31
6/25/1991,228.24,228.65,225.27,225.27
6/26/1991,225.12,226.92,224.95,226.69
6/27/1991,226.52,226.52,224.89,224.89
6/28/1991,224.92,225.19,222.73,222.73
7/1/1991,224.46,224.46,222.48,222.48
7/2/1991,222.27,223.45,222.14,222.14
7/3/1991,222.37,224.18,222.37,224.04
7/5/1991,223.13,223.75,222.13,223.51
7/8/1991,223.28,226.37,223.28,226.24
7/9/1991,226.34,226.75,224.75,224.97
7/10/1991,225.01,225.33,223.71,224.62
7/11/1991,224.67,225.07,222.34,222.38
7/12/1991,222.38,226.28,222.21,225.06
7/15/1991,225.1,226.4,225.02,225.99
7/16/1991,226.13,226.41,225.21,225.21
7/17/1991,225.26,226.18,225.26,225.8
7/18/1991,225.66,229.43,225.58,228.87
7/19/1991,228.94,231.01,228.56,230.99
7/22/1991,231.11,231.53,229.71,230.91
7/23/1991,230.76,230.76,229.1,230.27
7/24/1991,230.57,233.04,230.52,232.5
7/25/1991,232.48,232.88,231.23,232.13
7/26/1991,232.21,233.61,231.17,231.17
7/29/1991,232.03,232.7,231.11,231.71
7/30/1991,231.63,232.61,231.12,231.12
7/31/1991,231.07,232.22,231.02,231.35
8/1/1991,231.01,231.66,230.16,230.16
8/2/1991,230.45,231.98,228.73,231.95
8/5/1991,231.8,233.93,231.8,233.42
8/6/1991,233.64,234.53,231.26,232.28
8/7/1991,232.2,232.97,231.91,232.63
8/8/1991,232.4,233.14,231.91,232.24
8/9/1991,232.08,232.65,231.11,231.23
8/12/1991,231.01,232,230.95,231.62
8/13/1991,231.74,231.93,230.57,230.7
8/14/1991,230.75,230.89,230.17,230.17
8/15/1991,230.17,231.25,228.88,229.06
8/16/1991,228.88,229.3,227.52,227.52
8/19/1991,227.41,230.02,223.24,224.41
8/20/1991,224.41,226.87,224.29,225.67
8/21/1991,225.6,230.68,225.09,230.53
8/22/1991,230.53,231.47,229.33,230.84
8/23/1991,231.01,231.57,229.16,229.5
8/26/1991,229.5,230.1,229.28,229.76
8/27/1991,229.78,230.5,229.66,229.99
8/28/1991,229.57,231.18,229.31,230.75
8/29/1991,231.06,231.64,230.3,230.74
8/30/1991,230.82,231.02,229.49,229.88
9/3/1991,230.24,230.89,229.25,229.96
9/4/1991,230.06,230.54,229.2,229.44
9/5/1991,229.47,230.15,229.07,229.98
9/6/1991,229.88,233,229.88,232.96
9/9/1991,233.16,233.87,232.05,233.04
9/10/1991,233.69,234.13,232.64,232.74
9/11/1991,232.94,233.59,232.54,233.54
9/12/1991,233.5,234.13,232.09,232.09
9/13/1991,232.04,232.51,231.39,231.71
9/16/1991,231.82,232.79,231.43,232.13
9/17/1991,232.18,233.23,232.18,233.08
9/18/1991,233.05,233.49,231.95,232.22
9/19/1991,232.43,232.65,232.1,232.51
9/20/1991,232.16,232.97,231.85,232.21
9/23/1991,232.25,233.63,231.19,231.23
9/24/1991,231.38,231.98,230.64,230.68
9/25/1991,230.45,231.41,230.43,231.15
9/26/1991,231.15,232.05,231.04,231.31
9/27/1991,231.34,232.21,230.85,231.93
9/30/1991,231.49,232.94,231.49,232.46
10/1/1991,232.63,233.19,232.18,232.78
10/2/1991,232.9,232.91,231.81,231.81
10/3/1991,231.84,232,228.49,228.57
10/4/1991,228.66,228.75,225.33,225.38
10/7/1991,224.42,225.25,223.97,224.82
10/8/1991,224.64,225.52,221.84,221.84
10/9/1991,221.64,223.79,221.22,223.24
10/10/1991,223.04,224.33,222.24,223.43
10/11/1991,223.52,225.21,222.18,223.13
10/14/1991,221.94,222.3,221.49,222.05
10/15/1991,222.05,222.37,221.07,221.09
10/16/1991,221.04,222.84,220.86,222.02
10/17/1991,222,222.57,221.38,222.23
10/18/1991,222.16,224.16,221.75,224.03
10/21/1991,223.95,225.11,223.47,224.43
10/22/1991,224.58,225.47,223.87,224.46
10/23/1991,224.54,224.76,223.52,223.52
10/24/1991,223.52,224.7,223.27,224.48
10/25/1991,224.52,225.4,224.51,225.06
10/28/1991,225.15,225.94,223.8,224.09
10/29/1991,224.17,226.42,223.59,225.68
10/30/1991,225.59,228.81,225.59,228.28
10/31/1991,228.2,228.49,227.18,227.64
11/1/1991,227.41,229.37,226.96,229.18
11/4/1991,229.22,230.09,228.81,229.07
11/5/1991,228.55,230.36,228.55,230.33
11/6/1991,230.46,230.95,229.78,230.15
11/7/1991,230.34,231.23,229.91,229.91
11/8/1991,230.15,230.62,229.19,230.08
11/11/1991,230.19,230.38,229.24,230.05
11/12/1991,230.05,230.5,229.73,229.79
11/13/1991,229.98,231.04,229.78,230.52
11/14/1991,230.48,230.85,229.99,230.2
11/15/1991,230.18,231.3,229.71,230.78
11/18/1991,231.48,232.49,231.25,231.79
11/19/1991,231.72,234.03,231.27,233.42
11/20/1991,233.19,233.49,232.47,233.18
11/21/1991,233.11,233.28,230.89,232.08
11/22/1991,232.02,233.19,231.98,231.99
11/25/1991,232.13,232.13,229.16,229.16
11/26/1991,229.31,231.64,229.31,230.67
11/27/1991,230.51,230.91,229.46,229.66
11/29/1991,229.76,230.16,228.49,229.57
12/2/1991,230.59,231.33,230.4,230.47
12/3/1991,230.56,230.76,228.77,229.39
12/4/1991,229.39,230.48,229.13,230.37
12/5/1991,230.32,231.39,228.83,231.03
12/6/1991,231.08,232.81,230.78,230.99
12/9/1991,232.05,232.84,231.36,232.05
12/10/1991,232.23,233.15,232.11,232.69
12/11/1991,232.81,234.28,232.47,233.85
12/12/1991,233.61,233.89,233.11,233.4
12/13/1991,233.39,234.51,232.12,234.07
12/16/1991,233.8,234.36,233.37,234.17
12/17/1991,233.93,234.71,233.57,234.22
12/18/1991,234.28,234.97,234.07,234.75
12/19/1991,234.56,235.46,234.56,234.86
12/20/1991,234.96,237.79,234.96,236.77
12/23/1991,236.55,238.89,236.55,237.88
12/24/1991,238.16,239.01,236.88,238.94
12/26/1991,238.78,240.92,238.01,238.01
12/27/1991,238.18,238.74,235.59,235.9
12/30/1991,235.85,236.02,234.31,234.31
12/31/1991,234.18,234.18,232.66,232.66
1/2/1992,233,233.52,231.94,232.1
1/3/1992,232.04,232.53,230.13,230.32
1/6/1992,229.6,233.38,229.59,232.11
1/7/1992,232.08,234.12,230.55,233.3
1/8/1992,233.37,234.67,232.86,233.25
1/9/1992,233.22,233.74,226.96,228.15
1/10/1992,228.55,229.9,225.41,226.7
1/13/1992,227.09,228.53,227.09,228.45
1/14/1992,228.41,229.24,225.89,226.21
1/15/1992,226.4,226.81,224.5,225.17
1/16/1992,225.09,226.26,224.92,226.23
1/17/1992,226.06,227.02,223.1,223.1
1/20/1992,223.78,224.9,221.28,221.87
1/21/1992,221.98,223.18,221.47,222.95
1/22/1992,222.85,223.63,222.25,222.71
1/23/1992,222.68,223.07,220.69,220.89
1/24/1992,220.69,223.54,220.5,221.87
1/27/1992,224.87,225.23,222.46,223.12
1/28/1992,223.01,225.7,222.69,225.47
1/29/1992,225.47,227.04,224.64,225.73
1/30/1992,225.7,225.91,223.25,223.9
1/31/1992,223.93,225.24,222.82,224.29
2/3/1992,224.36,226.6,224.36,226.6
2/4/1992,226.66,228.92,226.59,227.28
2/5/1992,227.21,228.43,226.48,228.01
2/6/1992,227.94,228.97,227.2,228.71
2/7/1992,228.62,230.55,227.85,230.18
2/10/1992,230.18,231.45,229.7,230.34
2/11/1992,230.32,231.26,228.35,229.13
2/12/1992,228.96,229.2,227.45,227.55
2/13/1992,227.7,228.48,226.03,226.03
2/14/1992,225.75,226.96,225.51,226.35
2/18/1992,224.4,225.61,223.81,224.52
2/19/1992,224.42,225.32,224.16,225.06
2/20/1992,225.04,225.87,223.63,225.2
2/21/1992,225.38,225.76,224.24,224.33
2/24/1992,224.32,225.87,223.76,225.39
2/25/1992,225.47,227.66,225.47,225.8
2/26/1992,225.55,226.82,225.01,226.44
2/27/1992,226.59,228.79,225.93,227.58
2/28/1992,227.58,228.5,226.65,227.38
3/2/1992,227.04,228.07,226.77,227.21
3/3/1992,227.25,228.14,227.17,227.7
3/4/1992,227.61,228.53,226.88,226.88
3/5/1992,226.92,227.44,226.2,226.41
3/6/1992,226.39,226.8,225.59,226.5
3/9/1992,226.05,227.44,226.05,227.44
3/10/1992,227.36,229.03,227.36,227.96
3/11/1992,227.95,230.8,227.95,230.3
3/12/1992,230.52,230.74,229.22,229.9
3/13/1992,229.77,230.19,227.75,228.06
3/16/1992,227.65,230.49,227.65,230.49
3/17/1992,230.46,231.44,230.3,230.3
3/18/1992,230.23,231.18,228.06,228.53
3/19/1992,228.46,228.88,227.88,228.35
3/20/1992,228.35,229.43,226.78,229.13
3/23/1992,228.84,229.94,228.55,229.3
3/24/1992,229.28,230.49,229.28,229.49
3/25/1992,229.49,231.93,229.49,231.14
3/26/1992,231.12,231.28,229.66,231.05
3/27/1992,230.95,232.1,230.2,231.95
3/30/1992,231.07,231.74,230.28,230.78
3/31/1992,231.12,231.53,230.45,230.45
4/1/1992,230.37,232.31,229.8,232.08
4/2/1992,232.06,232.4,231.21,231.21
4/3/1992,231.35,232.89,231.02,232.5
4/6/1992,232.53,232.95,231.93,232.57
4/7/1992,232.46,233.49,231.94,232.99
4/8/1992,233.17,233.81,230.84,232.12
4/9/1992,232.14,233.72,230.32,232.58
4/10/1992,232.85,235.79,232.5,234.5
4/13/1992,233.79,235.91,233.79,234.16
4/14/1992,234.33,235.17,234.27,234.4
4/15/1992,234.43,235,234,234.02
4/16/1992,233.9,234.51,233.28,233.68
4/20/1992,233.4,235.25,233.4,234.59
4/21/1992,234.62,235.23,234.53,234.86
4/22/1992,234.78,236.67,234.78,236.39
4/23/1992,236.51,238.04,236.01,237.91
4/24/1992,237.84,238.71,237.71,238.38
4/27/1992,237.44,238.71,236.21,236.21
4/28/1992,236.23,237.08,235.65,236.45
4/29/1992,236.51,237.15,236.26,236.6
4/30/1992,236.72,237.15,235.77,236.52
5/1/1992,236.64,237.14,235.56,236.73
5/4/1992,236.43,237.1,235.83,236.83
5/5/1992,236.83,237.78,236.45,237.25
5/6/1992,237.25,237.7,236.06,237.63
5/7/1992,237.57,238.44,237,238.24
5/8/1992,238.26,239.62,237.86,238.73
5/11/1992,238.83,238.86,238.15,238.49
5/12/1992,238.63,238.98,236.3,236.54
5/13/1992,236.56,237.27,235.86,236.65
5/14/1992,236.7,237.55,235.98,236.65
5/15/1992,236.64,237.3,236.05,236.35
5/18/1992,235.99,237.2,235.99,236.44
5/19/1992,236.5,237.77,236.45,237.24
5/20/1992,237.18,237.72,236.88,237.06
5/21/1992,236.92,237.34,234.68,234.68
5/22/1992,236.44,236.72,234.35,234.74
5/26/1992,234.95,236.61,234.69,236.12
5/27/1992,236.34,236.34,233.48,233.68
5/28/1992,233.48,234.09,233.16,233.4
5/29/1992,233.66,235.08,232.7,232.7
6/1/1992,232.89,233.29,231.79,231.86
6/2/1992,231.86,232.81,231.04,231.04
6/3/1992,231.05,232.39,230.31,231.65
6/4/1992,231.73,232.99,231.36,232.43
6/5/1992,232.74,233.1,231.97,232.02
6/8/1992,231.3,233.44,231.3,232.08
6/9/1992,233.28,234.01,232.59,233.74
6/10/1992,233.74,234.18,232.96,233.91
6/11/1992,233.74,234.29,233.35,233.76
6/12/1992,233.78,234.75,233.18,234.43
6/15/1992,233.84,235.6,233.84,235.42
6/16/1992,235.4,235.95,234.9,235.68
6/17/1992,235.52,236.55,234.56,236.14
6/18/1992,236.18,236.68,235.46,236.32
6/19/1992,236.11,236.5,235.68,236
6/22/1992,235.93,236.92,235.92,236.53
6/23/1992,236.66,237.36,236.66,236.81
6/24/1992,236.76,237.88,236.54,237.7
6/25/1992,237.48,238.88,236.94,237.25
6/26/1992,236.97,238.17,236.87,237.96
6/29/1992,238.01,239.41,237.75,238.92
6/30/1992,239.05,239.69,238.16,239.15
7/1/1992,239.02,239.45,238.25,238.67
7/2/1992,238.61,239.39,237.23,239.1
7/6/1992,237.71,238.03,236.16,237.32
7/7/1992,237.3,239.97,237.3,239.77
7/8/1992,239.79,241.08,239.32,240.51
7/9/1992,240.36,240.65,237.86,238.83
7/10/1992,238.67,240.91,237.87,240.63
7/13/1992,240.5,241.81,240.39,240.86
7/14/1992,240.86,241.37,238.79,240.16
7/15/1992,240.23,241.06,240.11,240.42
7/16/1992,240.4,243.3,239.72,242.97
7/17/1992,242.89,243.48,242.21,242.45
7/20/1992,244.71,244.71,237.45,239.11
7/21/1992,237.23,239.88,237.23,238.82
7/22/1992,239,241.93,239,241.36
7/23/1992,241.5,242.78,240.58,242.5
7/24/1992,242.64,244.02,241.91,242.08
7/27/1992,242.27,245.62,242.15,244.52
7/28/1992,244.8,246.14,244.52,245.91
7/29/1992,245.82,246.97,245.22,245.63
7/30/1992,245.58,245.83,244.07,245.4
7/31/1992,245.65,245.94,244.01,244.67
8/3/1992,244.73,245.32,244.43,244.66
8/4/1992,244.67,244.97,244.05,244.05
8/5/1992,243.97,244.33,243.08,243.25
8/6/1992,243.25,244.48,242.62,244.29
8/7/1992,244.27,246.42,244.09,246.23
8/10/1992,246.08,247.06,245.76,247.05
8/11/1992,246.99,247.34,245.28,246.63
8/12/1992,246.58,246.83,245.37,245.68
8/13/1992,245.46,245.87,244.32,244.62
8/14/1992,244.29,244.83,241.41,242.13
8/17/1992,242.17,242.66,240.99,242.09
8/18/1992,242.13,243.99,242,243.54
8/19/1992,243.59,245.02,243.45,244.93
8/20/1992,244.97,245.39,243.91,245.27
8/21/1992,245.25,246.62,243.74,246.62
8/24/1992,246.32,248.83,245.97,248.55
8/25/1992,248.48,249.19,247.65,247.76
8/26/1992,247.6,249.01,247.6,248.15
8/27/1992,248.11,248.61,246.32,246.97
8/28/1992,246.97,247.74,243.3,243.52
8/31/1992,243.56,245.05,242.66,244.65
9/1/1992,244.75,246.02,244.25,245.67
9/2/1992,245.57,246.74,244.78,246.14
9/3/1992,246.14,246.82,245.28,245.45
9/4/1992,245.6,247.11,244.63,245.96
9/8/1992,246.22,247.14,245.32,246.06
9/9/1992,246.18,246.3,242.43,242.9
9/10/1992,242.95,243.73,241.53,242
9/11/1992,241.94,241.97,238.23,238.75
9/14/1992,235,236.67,233.37,235.36
9/15/1992,235.46,236.53,231.15,231.4
9/16/1992,231.28,233.02,222.95,222.95
9/17/1992,223.23,223.27,215.46,222.71
9/18/1992,222.58,223.24,215.82,216.57
9/21/1992,217.92,217.92,211.13,211.38
9/22/1992,211.37,212.5,204.99,205.04
9/23/1992,204.84,206.64,203.75,206.09
9/24/1992,206.18,207.45,204.74,205.44
9/25/1992,205.56,207.24,204.57,207.18
9/28/1992,206.17,207.29,204.78,206.96
9/29/1992,206.98,213.39,206.37,213.09
9/30/1992,213.04,214.66,211.85,213.95
10/1/1992,213.89,213.95,207.29,208.39
10/2/1992,208.33,209.51,204.49,206.32
10/5/1992,204.78,205.69,201.67,205.25
10/6/1992,205.11,206.76,204.44,204.92
10/7/1992,204.97,207.47,204.33,205.9
10/8/1992,206.07,206.92,202.79,204.76
10/9/1992,204.91,207.73,203.8,206.41
10/12/1992,206.25,208.18,205.54,205.96
10/13/1992,205.71,208.64,205.44,208.08
10/14/1992,208.13,208.29,205.96,206.58
10/15/1992,206.52,206.83,203.64,203.75
10/16/1992,203.68,204.91,196.8,196.86
10/19/1992,198.95,199.19,193.59,195.77
10/20/1992,195.77,199.25,195.58,198.69
10/21/1992,198.76,198.93,196.48,196.69
10/22/1992,196.95,198.37,195.47,196.26
10/23/1992,196.18,199.17,195.5,197.34
10/26/1992,196.56,197.29,192.36,193.12
10/27/1992,193.18,194,191.47,192.62
10/28/1992,192.4,195.19,192.12,193.75
10/29/1992,193.66,194.56,193.17,193.93
10/30/1992,193.64,194.14,191.46,192.01
11/2/1992,191.88,192.22,188.86,189.52
11/3/1992,189.53,191,188.57,189.65
11/4/1992,189.59,191.77,188.73,190.32
11/5/1992,190.41,191.68,188.17,188.6
11/6/1992,188.6,190.24,188.4,188.55
11/9/1992,188.59,189.94,187.3,187.82
11/10/1992,187.56,188.79,187.42,188.16
11/11/1992,188.23,189.54,187.85,188.79
11/12/1992,188.74,190.32,188.41,189.47
11/13/1992,189.42,192.89,188.83,192.18
11/16/1992,192.18,192.37,189.1,189.95
11/17/1992,189.9,190.29,188.5,189.22
11/18/1992,189.25,189.83,188.26,188.66
11/19/1992,188.81,190.24,188.65,189.87
11/20/1992,189.82,190.06,187.27,187.88
11/23/1992,187.24,189.01,186.92,188.68
11/24/1992,188.66,188.98,187.87,188.83
11/25/1992,188.86,189.44,188.22,188.86
11/27/1992,188.83,189.3,187.4,187.77
11/30/1992,187.88,189.18,187.58,188.96
12/1/1992,188.91,193.15,188.52,192.26
12/2/1992,192.16,193.58,191.03,193.14
12/3/1992,193.17,195.52,192.05,194.81
12/4/1992,194.73,197.45,194.34,194.94
12/7/1992,194.79,199.15,194.51,197.83
12/8/1992,197.76,198.98,197.3,197.75
12/9/1992,197.67,197.84,193.69,194.14
12/10/1992,194.11,194.76,191.79,192.29
12/11/1992,192,193.28,191.61,192.7
12/14/1992,193,193.99,192.92,193.69
12/15/1992,193.7,194.57,193.29,194.1
12/16/1992,194.37,195.81,193.19,193.75
12/17/1992,193.8,195.13,193.36,194.09
12/18/1992,194.38,194.67,192.7,192.7
12/21/1992,192.67,193.66,191.66,191.66
12/22/1992,191.7,192.19,189.32,190.03
12/23/1992,190,190.69,188.42,189.05
12/24/1992,188.92,190.24,188.51,189.54
12/28/1992,188.48,189.04,186.78,187.1
12/29/1992,187.3,188.76,186.84,188.06
12/30/1992,188.11,188.71,187.43,188.02
12/31/1992,188.11,189.63,188.11,188.46
1/4/1993,188.62,188.74,187.4,187.97
1/5/1993,187.97,193.8,187.88,193.41
1/6/1993,193.44,195.37,191.88,192.98
1/7/1993,193.03,193.52,191.55,191.55
1/8/1993,191.57,193.84,190.84,192.01
1/11/1993,193.34,194.78,192.7,194.33
1/12/1993,194.36,195.13,192.46,193.15
1/13/1993,193.13,194.87,192.96,194.66
1/14/1993,194.55,194.98,192.67,193.45
1/15/1993,193.28,194.1,192.58,193.01
1/18/1993,193.12,195.06,192.77,194.58
1/19/1993,194.58,194.98,193.58,193.91
1/20/1993,193.93,194.84,191.97,192.47
1/21/1993,192.47,192.77,189.39,190.14
1/22/1993,190.12,191.98,188.95,191.43
1/25/1993,191.48,193.11,191.31,192.22
1/26/1993,192.23,193.94,189.68,190.14
1/27/1993,190.05,190.55,187.32,187.42
1/28/1993,187.32,189.17,187.03,188.19
1/29/1993,188.34,189.64,183.9,185.25
2/1/1993,183.8,184.26,181.21,182.49
2/2/1993,182.54,183.4,179.5,179.95
2/3/1993,179.99,181.02,177.46,178.52
2/4/1993,178.47,180.92,178.37,179.65
2/5/1993,179.56,180.9,179.26,179.7
2/8/1993,179.87,181.09,177.76,178.17
2/9/1993,178,178.48,173.31,173.34
2/10/1993,173.27,174.49,172.1,172.6
2/11/1993,172.7,173.94,169.72,171.78
2/12/1993,171.91,172.62,169.36,171.6
2/16/1993,171.98,173.92,171.2,173.74
2/17/1993,173.78,174.2,172.14,172.96
2/18/1993,173.08,173.34,169.98,172.5
2/19/1993,172.34,174.72,171.66,171.95
2/22/1993,171.43,171.88,168.77,169.4
2/23/1993,169.32,170.78,169.07,170.06
2/24/1993,170.39,170.79,167.33,168.29
2/25/1993,168.38,168.64,167.02,168.19
2/26/1993,168.14,169.66,167.32,168.5
3/1/1993,168.86,170.94,168.74,170.92
3/2/1993,170.74,171.23,169.7,170.36
3/3/1993,170.35,170.54,169.04,169.2
3/4/1993,169.21,170.15,168.7,170.12
3/5/1993,170.17,170.71,169.1,169.97
3/8/1993,169.75,170.07,168.2,168.25
3/9/1993,168.31,169.71,167.68,169.29
3/10/1993,169.25,169.9,168.77,169.1
3/11/1993,169.31,169.64,168.14,168.28
3/12/1993,168.35,169.57,167.77,169.13
3/15/1993,169.06,170.3,168.75,170.25
3/16/1993,170.23,170.45,168.79,169.54
3/17/1993,169.47,170.44,168.84,170.17
3/18/1993,170.25,173.03,169.06,171.96
3/19/1993,172.02,173.53,171.42,172.89
3/22/1993,172.43,172.78,171.74,171.98
3/23/1993,171.96,172.28,170.09,172.15
3/24/1993,172.08,174.31,172.08,173.56
3/25/1993,173.71,173.71,172.35,172.92
3/26/1993,173.01,173.9,172.21,173.24
3/29/1993,173.28,174.99,173.16,174.09
3/30/1993,174.06,174.83,173.83,173.98
3/31/1993,174.03,174.18,171.64,173.7
4/1/1993,173.73,174.8,172.46,174.49
4/2/1993,174.5,175.29,172.3,172.78
4/5/1993,173.15,173.51,172.12,172.84
4/6/1993,172.76,173.74,171.91,172.56
4/7/1993,172.64,173.82,171.78,171.93
4/8/1993,171.8,173.4,171.24,173.23
4/12/1993,172.91,174.75,172.53,174.49
4/13/1993,174.49,176.94,174.06,176.73
4/14/1993,176.83,177.73,175.91,176.67
4/15/1993,176.61,176.8,174.15,174.29
4/16/1993,174.08,174.55,170.86,171.07
4/19/1993,170.82,171.56,169.3,171.16
4/20/1993,171.18,172.1,170.3,170.91
4/21/1993,171.07,171.65,170.11,170.28
4/22/1993,170.34,171.78,168.83,171.29
4/23/1993,171.23,174.58,171.19,173.91
4/26/1993,174.11,176.04,173.79,175.05
4/27/1993,175.27,176.42,173.89,176.26
4/28/1993,176.3,176.76,175.22,176.38
4/29/1993,176.32,176.55,174.43,175
4/30/1993,175.26,175.49,174.01,174.67
5/3/1993,174.23,174.54,172.02,173.43
5/4/1993,173.38,174.01,172.24,172.65
5/5/1993,172.65,173.27,172.27,172.73
5/6/1993,172.6,174,172.42,173.9
5/7/1993,173.98,174.84,173.07,173.21
5/10/1993,172.81,173,171.08,171.38
5/11/1993,171.24,172.18,170.68,171.6
5/12/1993,171.52,172.57,170.79,171.12
5/13/1993,170.95,171.47,169.75,170.2
5/14/1993,170.22,171.08,170.1,170.31
5/17/1993,170.42,171.44,170.34,171.14
5/18/1993,170.76,171.34,170.24,171.2
5/19/1993,171.11,172.08,170.04,170.93
5/20/1993,170.85,172.38,170.3,172.16
5/21/1993,172.18,172.25,169.93,170.31
5/24/1993,170.12,170.5,169.02,169.93
5/25/1993,170.09,170.46,168.55,168.73
5/26/1993,168.44,168.56,167.64,167.81
5/27/1993,167.87,168.57,166.93,167.29
5/28/1993,167.64,168.19,166.4,166.76
